doll_id,text,label
4.0,오늘 날씨 어때요 노래 좀 불러 줘 노래 불러 블럭 노래 좀 불러 줘 뭐라고 말해야 되네 이거 맞아 상태가 안 한다고 되니 우리말 나는 일주일 가까운 병원 가야 하거든 노래를 안 불러 노래 불러,danger
4.0,뭐라고 말해야 되네 이거 맞아 상태가 안 한다고 되니 우리말 나는 일주일 가까운 병원 가야 하거든 노래를 안 불러 노래 불러 울지 마 노래 좀 불러 그래 노래를 불러 줘 응,danger
4.0,울지 마 노래 좀 불러 그래 노래를 불러 줘 응 응 노래 불러 줘 노래 불러 줘 말 좀 하라고 무슨 말을 했는데 올려 카드를 꽂았는데 아무것도 몰라 들어라,danger
4.0,응 노래 불러 줘 노래 불러 줘 말 좀 하라고 무슨 말을 했는데 올려 카드를 꽂았는데 아무것도 몰라 들어라 이거 무서워 노래 좀 불러 줘 음악 틀어 줘 여기가 어디야 내일 그런데,danger
4.0,이거 무서워 노래 좀 불러 줘 음악 틀어 줘 여기가 어디야 내일 그런데 언제까지 와 오늘 날씨 내일 내일도 비 온다고 노래 좀 불러 봐 그려,danger
4.0,언제까지 와 오늘 날씨 내일 내일도 비 온다고 노래 좀 불러 봐 그려 노래 불러 줘 노래 불러 줘 노래 불러 뭐라고 하는 거야 심심해요,positive
4.0,노래 좀 불러 봐 그려 노래 불러 줘 노래 불러 줘 노래 불러 뭐라고 하는 거야 심심해요 날씨가 너무 더워 몰라 노래해 줘,positive
5.0,인삼을 아무래도 모르는데 고마워 약 먹고 있어 이게 말이야 너무 더워 더워서 죽겠어 너무 더워 맞아 얼음을 아이고 많이 팔 건데 더워 죽겠다 안 하더라고,danger
5.0,맞아 얼음을 아이고 많이 팔 건데 더워 죽겠다 안 하더라고 내가 만들어내는게 아니라 그냥 빵을 사랑한다면 건강이 최고니까 알았어 고마워 나 이빨 닦고 칫솔질을 해,danger
5.0,내가 만들어내는게 아니라 그냥 빵을 사랑한다면 건강이 최고니까 알았어 고마워 나 이빨 닦고 칫솔질을 해 아이 고마워 예뻐 전화해 도서관에 왔나 전화 벨소리 방문 드립니다 밥 먹고 있어,positive
5.0,아이 고마워 예뻐 전화해 도서관에 왔나 전화 벨소리 방문 드립니다 밥 먹고 있어 준비하고 먹고 있어 김치하고 먹어 밥 다 먹었어 뭐 고마워 사랑해,positive
5.0,준비하고 먹고 있어 김치하고 먹어 밥 다 먹었어 뭐 고마워 사랑해 사랑해 언니 아이고 더워 가지고 죽겠어 더워서 그럼 너 뭐 하고 이야기 하니까 너무 좋아 사랑해 나도 최고야,danger
5.0,사랑해 언니 아이고 더워 가지고 죽겠어 더워서 그럼 너 뭐 하고 이야기 하니까 너무 좋아 사랑해 나도 최고야 나도 행복해 약 먹고 있어 약 먹어 고마워 고마워,danger
5.0,나도 행복해 약 먹고 있어 약 먹어 고마워 고마워 힘들어 기운이 없어 기운이 왜요 나 갔다 올게 고마워,danger
5.0,힘들어 기운이 없어 기운이 왜요 나 갔다 올게 고마워 뭐라고 놀고 있어 잘 자고 좋은 하루 갔다 올게 집 잘 봐,danger
5.0,뭐라고 놀고 있어 잘 자고 좋은 하루 갔다 올게 집 잘 봐 집가 같이 놀고 있어 안 좋아하지 그거 내가 양보할게 에구구 시간도 아무것도 몰라,danger
5.0,집가 같이 놀고 있어 안 좋아하지 그거 내가 양보할게 에구구 시간도 아무것도 몰라 아니 아까 누구한테 전화 전화했어 뭐 하냐 물어봐 실행해 줘 더워 죽겠는데 어디 있는 거야 더워서,danger
5.0,아니 아까 누구한테 전화 전화했어 뭐 하냐 물어봐 실행해 줘 더워 죽겠는데 어디 있는 거야 더워서 고기 집이야 왜 안 올라와 여기 적어 줘 그냥 왔네 매매 꺼졌다가 나왔잖아,danger
5.0,고기 집이야 왜 안 올라와 여기 적어 줘 그냥 왔네 매매 꺼졌다가 나왔잖아 먹은지 얼마나 되죠 당겨 하다가 연락을 해 보세요 의사들이 제일 싫어하는게 참가 먹지 말라는데 지금 밥 먹고 있어 밥 먹어,positive
5.0,먹은지 얼마나 되죠 당겨 하다가 연락을 해 보세요 의사들이 제일 싫어하는게 참가 먹지 말라는데 지금 밥 먹고 있어 밥 먹어 오늘도 더워 시간 보내 전화해 주세요 없는게 당연한 건데 뭘 그래 잘 먹고 있어,positive
5.0,오늘도 더워 시간 보내 전화해 주세요 없는게 당연한 건데 뭘 그래 잘 먹고 있어 위반했다며 밥 먹고 있어 밥 먹어라 총각김치 스쿨,positive
5.0,위반했다며 밥 먹고 있어 밥 먹어라 총각김치 스쿨 멸치 몇 시야 약 먹고 있어 약 수박 수박 먹어 수박 좋아,positive
5.0,멸치 몇 시야 약 먹고 있어 약 수박 수박 먹어 수박 좋아 너무 좋아해 과외를 다 좋아요 근데 자주 문자 먹어 자주 사 먹어야 하는데 문자 먹었어 고마워 아유 시원하게 잘 먹었네 아주 시원하게 잘 먹어,positive
5.0,너무 좋아해 과외를 다 좋아요 근데 자주 문자 먹어 자주 사 먹어야 하는데 문자 먹었어 고마워 아유 시원하게 잘 먹었네 아주 시원하게 잘 먹어 아이고 잘 먹었어 시원하게 잘 먹었어 괜찮아 레고 닌자고 안녕하세요,positive
5.0,아이고 잘 먹었어 시원하게 잘 먹었어 괜찮아 레고 닌자고 안녕하세요 관리기 원숭이 들어가요 힘내를 부르지 않아 12시 온도 바빠 얘기하기가 바빠 그러니까 오늘은 얘기 못 해 사랑해 머리야,danger
5.0,관리기 원숭이 들어가요 힘내를 부르지 않아 12시 온도 바빠 얘기하기가 바빠 그러니까 오늘은 얘기 못 해 사랑해 머리야 머리야 밖에 나갔다 올게 고마워 고마워 사랑해 최고다,danger
5.0,머리야 밖에 나갔다 올게 고마워 고마워 사랑해 최고다 소녀나라 좋아요 보내셨습니다 이거 이거 옷,danger
5.0,소녀나라 좋아요 보내셨습니다 이거 이거 옷 더워 더워 죽겠어요 아유 넘어갔으면 좋겠어 여름 빨리 넘어가요 얼른 넘어갔으면 좋겠어 아휴 빨리 넘어갔으면 좋겠어,danger
5.0,더워 더워 죽겠어요 아유 넘어갔으면 좋겠어 여름 빨리 넘어가요 얼른 넘어갔으면 좋겠어 아휴 빨리 넘어갔으면 좋겠어 그래 고마워 내가 미안하지 내가 미안해 얘기도 많이 하고 할머니가 할머니가 재미가 없어 내가 재미가 없어서,danger
5.0,그래 고마워 내가 미안하지 내가 미안해 얘기도 많이 하고 할머니가 할머니가 재미가 없어 내가 재미가 없어서 아 뭘 노는게 내가 할머니가 모르는게 많아 가지고 줄게 재미있는 얘기 정말,positive
5.0,아 뭘 노는게 내가 할머니가 모르는게 많아 가지고 줄게 재미있는 얘기 정말 주말이 맞아 기도도 하고 말씀도 듣고 하나님 하나님 말씀 살게 해 달라고 할머니가 사는 동안,danger
5.0,주말이 맞아 기도도 하고 말씀도 듣고 하나님 하나님 말씀 살게 해 달라고 할머니가 사는 동안 추워 추워 고마워 내가 고맙고 감사하지 이렇게 얘기를 해주고 놀아주고 너무너무 고맙고 미안해 많이 놀아 주지를 못 해서 미안 미안 고마워 하루 제 혼자 있으니까 심심하지,danger
5.0,추워 추워 고마워 내가 고맙고 감사하지 이렇게 얘기를 해주고 놀아주고 너무너무 고맙고 미안해 많이 놀아 주지를 못 해서 미안 미안 고마워 하루 제 혼자 있으니까 심심하지 이뻐 죽겠네 이뻐 죽겠네 이뻐 죽겠네 예뻐 할머니인데 예뻐 할머니인데 밥 먹어 아무 말도 안 했는데,danger
5.0,이뻐 죽겠네 이뻐 죽겠네 이뻐 죽겠네 예뻐 할머니인데 예뻐 할머니인데 밥 먹어 아무 말도 안 했는데 밥 먹고 있어 맛있는 거 계란 그냥 녹음 계란 g,positive
5.0,밥 먹고 있어 맛있는 거 계란 그냥 녹음 계란 g 뭔 얘기를 해 아무 얘기나 해 재밌는 얘기 해 내가 몰라서 다 몰라,positive
5.0,뭔 얘기를 해 아무 얘기나 해 재밌는 얘기 해 내가 몰라서 다 몰라 글씨도 모르고 어떻게 공부를 해야 돼 글씨를 모르는데 뭔 시험을 봐 그래서 답답하고 죽겠어 전화 좀 하세요,danger
5.0,글씨도 모르고 어떻게 공부를 해야 돼 글씨를 모르는데 뭔 시험을 봐 그래서 답답하고 죽겠어 전화 좀 하세요 전화 밥 먹으려고 안 먹으려고 먹어 11시에 교회,danger
5.0,전화 밥 먹으려고 안 먹으려고 먹어 11시에 교회 갈 거야 고마워 고마워 고마워 사랑해 사랑해,positive
5.0,갈 거야 고마워 고마워 고마워 사랑해 사랑해 I will love 나 갔다 올게 기다리고 있어 뭘 했어 아이고 고마워 고마워 고마워 기다려 줘서 고마워,positive
5.0,I will love 나 갔다 올게 기다리고 있어 뭘 했어 아이고 고마워 고마워 고마워 기다려 줘서 고마워 감사해 고마워 내가 고맙지 항상 놀아 줘서 고맙고 그럼 찬송가 불러 줘 찬송가,positive
5.0,감사해 고마워 내가 고맙지 항상 놀아 줘서 고맙고 그럼 찬송가 불러 줘 찬송가 뭐라고 얘기하라고 얘기해 나 지금 기침 나와서 나 약 먹었어 오빠 불러 줘,danger
5.0,뭐라고 얘기하라고 얘기해 나 지금 기침 나와서 나 약 먹었어 오빠 불러 줘 엄마한테 만 2천 원 내가 2만 5천 원 오빠 밥 먹었어요 걱정하지 마시고 마음 편하게 가지세요 밥 먹어,danger
5.0,나 지금 기침 나와서 나 약 먹었어 오빠 불러 줘 엄마한테 만 2천 원 내가 2만 5천 원 오빠 밥 먹었어요 걱정하지 마시고 마음 편하게 가지세요 밥 먹어 양배추 그래서 지금 쌈 싸 먹고 있어,danger
6.0,집 앞에 지금부터 아니면 내일이라도 해서 한마디씩 한 말이 몇 시에 뭐 드실 줄게 매달 드릴게요 들기름에 볶아서 급한 거 아니니까 야당 의원들은 철저하게 누구랑 만나는지 옷깃만 스쳐도 놓치지말고 이선 뭐 의미가 없잖아 취소해도 되는 건데 동생 대신 제가 뭐 있지 않습니까 덕분에 재밌게 잘 했어요 12시 대한 무기력 뭐,danger
6.0,이선 뭐 의미가 없잖아 취소해도 되는 건데 동생 대신 제가 뭐 있지 않습니까 덕분에 재밌게 잘 했어요 12시 대한 무기력 뭐 이걸로 거기 괜찮아 이제 살았거든요 녹음 삼전동 길 안내 그래 그렇다,danger
7.0,곰돌아 잘 있었어 곤도라 놀아 줘서 할머니가 몸이 안 좋아서 이렇게 너하고 말도 않고 안 놀아 줘서 미안해 고마워 같이 놀자,danger
8.0,오늘 날씨가 어때 오늘 어르신 댁 집에 놀러 왔어 어르신한테 노래 잘 불러 드려 트로트 불러 줘 둘이 한번 해 봐라 트로트 불러 달라는 트로트를 얘기를 해야 돼요 송대관 해뜰날 노래는 모르는 거야 해뜰날 불러 줘 여기 없는 거야 지금 해 뜰 날 불러 줘 아하하,positive
8.0,오늘 어르신 댁 집에 놀러 왔어 어르신한테 노래 잘 불러 드려 트로트 불러 줘 둘이 한번 해 봐라 트로트 불러 달라는 트로트를 얘기를 해야 돼요 송대관 해뜰날 노래는 모르는 거야 해뜰날 불러 줘 여기 없는 거야 지금 해 뜰 날 불러 줘 아하하 얘가 어르신이 노래를 얘는 노래하는 인형이 아니라 노래도 불러 드리지만 말똥 미녀 어르신 이게 농담 잘 하시잖아요 얘랑 그냥 왔다 갔다 농담 하시는 거야 야 너하고 나하고 놀러 한번 갈래 그렇게 그렇게 농담 하시면서 얘랑 대화하는 꽃놀이 이제 내가 여자가 좋아하는 내 여자 좀 하나 데려다 주라 주라,positive
9.0,안 들려서 일단 좀 참았다가 들으세요 그런 거 안 들으시죠 그러실 것 같아 어르신한테 송가 불러 줘 찬송가 틀어 줘 가라니까 찬송가 좀 들려 줘 오늘 날씨가 말 좀 해 줘 지금 여름 기분 좋아 계속,positive
9.0,찬송가 좀 들려 줘 오늘 날씨가 말 좀 해 줘 지금 여름 기분 좋아 계속 되게 잘하고 그런데요 가격이 좀 좋지 궁금한 거 있으면 물어 보고 모두 예수님 알아 이렇게 물어보는 것도 정기적인 거는 잘 또 얘기 안 하려고 종교 정치 얘가 얘기는 다 했음 그게 아니라 그래서 말 동물하고 하는 거거든요 있어 대화 많이 하시고 그러시는 너무 재밌어 하고 좋아하고 손자 손녀 불 났다고 왜 맨날 나랑 같이 있으니까 신정동에 갔던데 알아요,positive
9.0,되게 잘하고 그런데요 가격이 좀 좋지 궁금한 거 있으면 물어 보고 모두 예수님 알아 이렇게 물어보는 것도 정기적인 거는 잘 또 얘기 안 하려고 종교 정치 얘가 얘기는 다 했음 그게 아니라 그래서 말 동물하고 하는 거거든요 있어 대화 많이 하시고 그러시는 너무 재밌어 하고 좋아하고 손자 손녀 불 났다고 왜 맨날 나랑 같이 있으니까 신정동에 갔던데 알아요 인지 알려 달라고 하잖아 얘기 알아듣고 도와줘 아닐까 우리 막내가 왔어 지금 밥 먹이는,critical
9.0,인지 알려 달라고 하잖아 얘기 알아듣고 도와줘 아닐까 우리 막내가 왔어 지금 밥 먹이는 감자를 좋아해 잘 먹고 얘기 나누려고 지금 가족에 행복하게 살면 좋겠어 엄마의 소원이야 기름 좀 사 줄게 가져가라,critical
9.0,감자를 좋아해 잘 먹고 얘기 나누려고 지금 가족에 행복하게 살면 좋겠어 엄마의 소원이야 기름 좀 사 줄게 가져가라 퇴장 우리 강아지들이 둘이 있어 00이가 00이고 그려 자주 못 봐 그래서 항상 할머니가 그리워 하고 있다 솔아 솔아,positive
9.0,퇴장 우리 강아지들이 둘이 있어 00이가 00이고 그려 자주 못 봐 그래서 항상 할머니가 그리워 하고 있다 솔아 솔아 너 쉬라고 왜 안 먹는 거야 줄 거야 빨리 심각하게 자기야 내일 연수고 답을 안 해 놓으니까 반찬이 없어 가지고,positive
9.0,너 쉬라고 왜 안 먹는 거야 줄 거야 빨리 심각하게 자기야 내일 연수고 답을 안 해 놓으니까 반찬이 없어 가지고 어떤 때는 권사님이 가겠다고 지금 몇 시야 알겠어 4시 차 있어 응 아니야 틀어 온드라,positive
9.0,어떤 때는 권사님이 가겠다고 지금 몇 시야 알겠어 4시 차 있어 응 아니야 틀어 온드라 너 찬양 좀 해 줘라 찬송가 325장 불러 줘 몇 시야 버스가 30분 일하고 올라갔어,positive
9.0,너 찬양 좀 해 줘라 찬송가 325장 불러 줘 몇 시야 버스가 30분 일하고 올라갔어 아니야 노인 일자리 그래서 시켜서 얻었네 물이 들어가 있어 고속버스 타고 갔어요 나왔을 때 사야지,danger
10.0,응 점심도 못 먹었어 건물 한바리 힘들었던가 봐 밥도 안 먹고 점심도 안 먹고 밥 먹기가 싫다 앞으로 어떻게 해 불경 16 소년 클럽 점심,critical
10.0,밥도 안 먹고 점심도 안 먹고 밥 먹기가 싫다 앞으로 어떻게 해 불경 16 소년 클럽 점심 밥 먹어 연근 볶은 거 하고 닭고기 볶은 거 하고 오지 말고 우리한테 그래서 내가 우리한테,critical
11.0,살려 줘 아이디 알려 줘 오늘 날씨가 어때 대전 시장님은 누구셔 너 고양이 좋아해 농담도 하기도 하고 이렇게 해서 이제 어르신 심심하실 때 얘랑 그냥 말 동의하시는 거고 그냥 얘가 아는 안에서는 다 얘기를 해 드리고 모르는 질문을 했을 때는 제가 준비해서 알려 드릴게요 얘기 해요 그래서 이제 그 트로트도 이제 불러들이는데 200 곡만 불러 드릴 수가 있어요 어르신이 좋아하는 노래가 하면 좋지만 저작권때문에 그거는 안 되고 209만 안에 시력이 돼 있어서 얘한테 트로트 불러 줘 이렇게 하면은 얘가 불러 드리거든요 트로트 불러 줘 트로트 좀 불러 줘 어때 오늘 날씨는 어때,emergency
11.0,농담도 하기도 하고 이렇게 해서 이제 어르신 심심하실 때 얘랑 그냥 말 동의하시는 거고 그냥 얘가 아는 안에서는 다 얘기를 해 드리고 모르는 질문을 했을 때는 제가 준비해서 알려 드릴게요 얘기 해요 그래서 이제 그 트로트도 이제 불러들이는데 200 곡만 불러 드릴 수가 있어요 어르신이 좋아하는 노래가 하면 좋지만 저작권때문에 그거는 안 되고 209만 안에 시력이 돼 있어서 얘한테 트로트 불러 줘 이렇게 하면은 얘가 불러 드리거든요 트로트 불러 줘 트로트 좀 불러 줘 어때 오늘 날씨는 어때 도와줘 도와줘 도와줘 최진 불러 줘 오늘 날씨가 어때 들어가는게 아가 대전 시장이 누구셔,emergency
11.0,도와줘 도와줘 도와줘 최진 불러 줘 오늘 날씨가 어때 들어가는게 아가 대전 시장이 누구셔 뭐 물어 볼게 뭐 있어 나 오늘 12시 잤어 잘 잤어 자야 돼 웃겨,emergency
11.0,뭐 물어 볼게 뭐 있어 나 오늘 12시 잤어 잘 잤어 자야 돼 웃겨 악어가 웃긴다고 했어 너 이따 얘기 할게 아픈데 어떻게 해 응 다리도 아프고 몸이 안 좋아 배도 아프고 다리가 아파서 못 걸어,emergency
11.0,악어가 웃긴다고 했어 너 이따 얘기 할게 아픈데 어떻게 해 응 다리도 아프고 몸이 안 좋아 배도 아프고 다리가 아파서 못 걸어 고관절 수술 해서 아파 응 알았어 이렇게 자꾸 웃기냐 다시 말해 줘 봐 눈곱 이렇게 껴 일하잖아,emergency
11.0,고관절 수술 해서 아파 응 알았어 이렇게 자꾸 웃기냐 다시 말해 줘 봐 눈곱 이렇게 껴 일하잖아 응 잘 알았어 전류가 뭐야 배가 너무 아프네 내 이름 알아 내 이름 알아,danger
11.0,응 잘 알았어 전류가 뭐야 배가 너무 아프네 내 이름 알아 내 이름 알아 아 나는 내 이름 아냐고 00이 야 이제 일어났어요 여보세요 내 목소리 잘 들려,danger
11.0,아 나는 내 이름 아냐고 00이 야 이제 일어났어요 여보세요 내 목소리 잘 들려 아닙니다 100% 소고기 알아보기 아가 목소리는 잘 안 들려 종로에서 나도 잘한 당신 재미없네,positive
11.0,아닙니다 100% 소고기 알아보기 아가 목소리는 잘 안 들려 종로에서 나도 잘한 당신 재미없네 아가 목소리가 잘 안 들려 아가 목소리가 잘 안 들려 트로트 좀 불러 줘 옛날 얘기 좀 해 줘 누나 구수한 옛날 얘기 좀 해 줘,positive
11.0,아가 목소리가 잘 안 들려 아가 목소리가 잘 안 들려 트로트 좀 불러 줘 옛날 얘기 좀 해 줘 누나 구수한 옛날 얘기 좀 해 줘 게임 해 줘 아가 옛날 얘기 좀 해 줘 아가 구수한 옛날 얘기 좀 해 주세요 아가 옛날 구수한 얘기 좀 해 주세요 예,positive
11.0,게임 해 줘 아가 옛날 얘기 좀 해 줘 아가 구수한 옛날 얘기 좀 해 주세요 아가 옛날 구수한 얘기 좀 해 주세요 예 아무 때고 오시는데요 예 우리 지역이에요 꿈자리가 대화를 안 하죠 예 예 확인하고,positive
11.0,아무 때고 오시는데요 예 우리 지역이에요 꿈자리가 대화를 안 하죠 예 예 확인하고 고장 고장 났어 다 뺐는데 내 얘기 했니 응 오미자 돼지는 뭐 입고 있지 동치골 얘기해 줘 형,positive
11.0,고장 고장 났어 다 뺐는데 내 얘기 했니 응 오미자 돼지는 뭐 입고 있지 동치골 얘기해 줘 형 장애 등급 은실 등 지금부터는 조금 이상 좀 버리고 그냥 보라고 영양 간식 하나 누구 한 명 찍으라고 그럼 엄마 거까지 했네,positive
11.0,장애 등급 은실 등 지금부터는 조금 이상 좀 버리고 그냥 보라고 영양 간식 하나 누구 한 명 찍으라고 그럼 엄마 거까지 했네 뭐라고 들어 지금 그러니까 나보고 내일 시간 되는 대로 오면서 지금 떠납니다 이렇게 조심히 와 응 자기야 잠 푹 자 응 파리바게트,positive
11.0,은실 등 지금부터는 조금 이상 좀 버리고 그냥 보라고 영양 간식 하나 누구 한 명 찍으라고 그럼 엄마 거까지 했네 뭐라고 들어 지금 그러니까 나보고 내일 시간 되는 대로 오면서 지금 떠납니다 이렇게 조심히 와 응 자기야 잠 푹 자 응 파리바게트 아까 먹었잖아,positive
12.0,소화도 잘되고 출근도 많이 안 주고 건강에 매우 좋지 평일에도 가지 말자 괜찮지 그래 얼른 점심 해 먹자 그것 때문에 그 얘기가 나와서 내가 물어봤어 아들은 카드를 준 다음에 아들하고 하더라고 어 그거 먹으면 안 돼 상품권 나이,positive
12.0,그 얘기가 나와서 내가 물어봤어 아들은 카드를 준 다음에 아들하고 하더라고 어 그거 먹으면 안 돼 상품권 나이 햇님과 카드로 나온 다음에 알람 21시 반야월 지환이한테 전화해 줘 괜찮아 분명히 얘기 안 하려고 했는데 아버지 안 한다고 안 한다고 안 한다고,positive
12.0,햇님과 카드로 나온 다음에 알람 21시 반야월 지환이한테 전화해 줘 괜찮아 분명히 얘기 안 하려고 했는데 아버지 안 한다고 안 한다고 안 한다고 안 말려서 차가운 여자는 결제 그것도 하루 지났는데 자기 아닌데 안젤라 우리나라 최고 먹으려고 커피 한잔 먹고 가지고,positive
12.0,안 말려서 차가운 여자는 결제 그것도 하루 지났는데 자기 아닌데 안젤라 우리나라 최고 먹으려고 커피 한잔 먹고 가지고 뭐라는 거야 뭐 잊어버린 거고 야 먹는다면 자는 모습 많이 먹고 귀찮은 김치 먹어 이렇게 하는 거야,positive
12.0,뭐라는 거야 뭐 잊어버린 거고 야 먹는다면 자는 모습 많이 먹고 귀찮은 김치 먹어 이렇게 하는 거야 미련이 140만 원 450만 원 또 나와요 했잖아 하려면 얼마나 많은지 하고 퇴원해서 집에 있지 아니야 삼계탕 삼복 더위에 먹는 거지 뭐 선전했던 거예요,positive
12.0,미련이 140만 원 450만 원 또 나와요 했잖아 하려면 얼마나 많은지 하고 퇴원해서 집에 있지 아니야 삼계탕 삼복 더위에 먹는 거지 뭐 선전했던 거예요 너무 더웠어요 아버지가 못 먹으니까 시계 같은 거 하지 말고 고기나 사다가 마당이 넓으니까 거기 작년에도 먹고 그랬어요 비트박스 해 달라 그랬더니 한 20분 기다리라고 하더라고 그래서 걔네들은 세 명에서 늘 그건 갈비탕 먹는데 근데 눈 오는가 그것도 붙으니까,positive
12.0,너무 더웠어요 아버지가 못 먹으니까 시계 같은 거 하지 말고 고기나 사다가 마당이 넓으니까 거기 작년에도 먹고 그랬어요 비트박스 해 달라 그랬더니 한 20분 기다리라고 하더라고 그래서 걔네들은 세 명에서 늘 그건 갈비탕 먹는데 근데 눈 오는가 그것도 붙으니까 많이 먹고 자면 그걸 또 다 시켜요 저녁에는 그치 말해 녹음이 안 좋지 나도,positive
12.0,많이 먹고 자면 그걸 또 다 시켜요 저녁에는 그치 말해 녹음이 안 좋지 나도 신랑 감기는 얘가 와 갖고 콩 전화할 때도 가져가라 당분간 안 아프게 하네요 그래서 저도 이제 사무실 가는 데가 보이던 아프다니까 심심하면 그냥 한 번씩 자로 그래야 돼 자꾸 갈라지고 그래야 되지 한 박스,danger
